En_Id	En_Sentence	El_Id	El_Sentence
1201	In fact, creativity -- which I define as the process of having original ideas that have value -- more often than not comes about through the interaction of different disciplinary ways of seeing things.	3360	Στην πραγματικότητα, η δημιουργικότητα - την οποία ορίζω σαν τη διαδικασία του να έχεις πρωτότυπες ιδέες που έχουν αξία - συχνά έρχεται μέσω της αλληλεπίδρασης διαφορετικών τρόπων θεώρησης των πραγμάτων.
1202	By the way, there's a shaft of nerves that joins the two halves of the brain called the corpus callosum.	3361	Στον εγκέφαλο, επί τη ευκαιρία, υπάρχει μία δεσμίδα νευρώνων που ενώνει τα δύο μισά του εγκεφάλου και ονομάζεται Μεσολόβιο.
1203	It's thicker in women.	3362	Έχει μεγαλύτερο πάχος στις γυναίκες.
1204	Following off from Helen yesterday, this is probably why women are better at multi-tasking.	3363	Συνεχίζοντας αυτά που είπε η Έλεν χθες, νομίζω πως γι' αυτό οι γυναίκες είναι καλές στο να κάνουν διαφορετικά πράγματα ταυτόχρονα.
1205	Because you are, aren't you?	3364	Διότι είσαστε, έτσι δεν είναι;
1206	There's a raft of research, but I know it from my personal life.	3365	Υπάρχει μεγάλη έρευνα, αλλά το ξέρω από την προσωπική μου ζωή.
1207	If my wife is cooking a meal at home -- which is not often, thankfully.	3366	Όταν η γυναίκα μου μαγειρεύει ένα γεύμα στο σπίτι - το οποίο δε συμβαίνει συχνά, ευτυχώς.
1208	No, she's good at some things, but if she's cooking, she's dealing with people on the phone, she's talking to the kids, she's painting the ceiling, she's doing open-heart surgery over here.	3367	Αλλά ξέρετε - όχι είναι καλή σε κάποια πράγματα - αλλά όταν εκείνη μαγειρεύει, μιλάει με ανθρώπους στο τηλέφωνο, μιλάει με τα παιδιά, βάφει το ταβάνι, κάνει εγχείρηση ανοιχτής καρδιάς.
1209	If I'm cooking, the door is shut, the kids are out, the phone's on the hook,	3368	Όταν εγώ μαγειρεύω, η πόρτα είναι κλειστή, τα παιδιά είναι έξω, το τηλέφωνο είναι στη βάση του κι αν εκείνη μπει μέσα ενοχλούμαι.
1210	if she comes in I get annoyed.		
1211	I say, 'Terry, please, I'm trying to fry an egg in here.'	3369	Λέω: «Τέρυ, σε παρακαλώ, προσπαθώ να τηγανίσω ένα αυγό.
1212	Give me a break.'	3370	Κάνε μου τη χάρη».
1213	Actually, do you know that old philosophical thing, if a tree falls in a forest and nobody hears it, did it happen?	3371	Ξέρετε αυτό το παλιό φιλοσοφικό ρητό: Αν ένα δέντρο πέσει στο δάσος και κανένας δεν το ακούσει, συνέβη ή όχι;
1214	Remember that old chestnut?	3372	Θυμάστε αυτό το παλιό αστείο;
1215	I saw a great t-shirt recently, which said, 'If a man speaks his mind in a forest, and no woman hears him, is he still wrong?'	3373	Είδα ένα ωραίο μπλουζάκι, πρόσφατα, που έγραφε: «Αν ένας άντρας πει φωναχτά τη γνώμη του στο δάσος, και καμία γυναίκα δεν τον ακούσει, κάνει ακόμα λάθος;»
1216	And the third thing about intelligence is, it's distinct.	3374	Και το τρίτο πράγμα σχετικά με την ευφυΐα είναι ότι ξεχωρίζει.
1217	I'm doing a new book at the moment called 'Epiphany,' which is based on a series of interviews with people about how they discovered their talent.	3375	Γράφω τώρα ένα καινούριο βιβλίο που λέγεται «Επιφοίτηση» και βασίζεται σε μια σειρά συνεντεύξεων με ανθρώπους για το πώς ανακάλυψαν το ταλέντο τους.
1218	I'm fascinated by how people got to be there.	3376	Είμαι γοητευμένος από το πώς οι άνθρωποι έφτασαν εκεί.
1219	It's really prompted by a conversation I had with a wonderful woman who maybe most people have never heard of, Gillian Lynne.	3377	Παρακινήθηκα από μια συζήτηση που είχα με μια υπέροχη γυναίκα, την οποία οι περισσότεροι άνθρωποι δεν έχουν ακούσει ποτέ, λέγεται Τζίλιαν Λιν, την έχετε ακούσει;
1220	Have you heard of her?		
1221	Some have.	3378	Κάποιοι την έχουν.
1222	She's a choreographer, and everybody knows her work.	3379	Είναι χορογράφος και όλοι ξέρουν τη δουλειά της.
1223	She did 'Cats' and 'Phantom of the Opera.'	3380	Έκανε τις «Γάτες» και «Το Φάντασμα της Όπερας».
1224	She's wonderful.	3381	Είναι καταπληκτική.
1225	I used to be on the board of The Royal Ballet, as you can see.	3382	Ήμουν στο συμβούλιο του Βασιλικού Μπαλέτου στην Αγγλία, όπως βλέπετε.
1226	Anyway, Gillian and I had lunch one day and I said, 'How did you get to be a dancer?'	3383	Τέλος πάντων, η Τζίλιαν κι εγώ γευματίσαμε και τη ρώτησα: «Τζίλιαν, πώς και έγινες χορεύτρια;»
1227	It was interesting.	3384	Και μου απάντησε ότι ήταν ενδιαφέρον, όταν ήταν στο σχολείο, ήταν πραγματικά σε απελπιστική κατάσταση.
1228	When she was at school, she was really hopeless.		
1229	And the school, in the '30s, wrote to her parents and said, 'We think Gillian has a learning disorder.'	3385	Και το σχολείο, τη δεκαετία του 30, έγραψε στους γονείς της και τους είπε: «Πιστεύουμε ότι η Τζίλιαν έχει μαθησιακά προβλήματα».
1230	She couldn't concentrate; she was fidgeting.	3386	Δεν μπορούσε να συγκεντρωθεί, ήταν νευρική.
1231	I think now they'd say she had ADHD.	3387	Νομίζω ότι τώρα θα έλεγαν πως έχει το σύνδρομο Ελλειμματικής Προσοχής και Υπερκινητικότητας.
1232	Wouldn't you?	3388	Σωστά;
1233	But this was the 1930s, and ADHD hadn't been invented at this point.	3389	Αλλά ήταν τη δεκαετία του 30 και αυτό το σύνδρομο δεν είχε ακόμα ανακαλυφθεί.
1234	It wasn't an available condition.	3390	Δεν ήταν διαθέσιμη ασθένεια.
1235	People weren't aware they could have that.	3391	Ο κόσμος δεν ήξερε ότι μπορούσες να το πάθεις αυτό.
1236	Anyway, she went to see this specialist.	3392	Τέλος πάντων, πήγε να δει κάποιον ειδικό.
1237	So, this oak-paneled room, and she was there with her mother, and she was led and sat on this chair at the end, and she sat on her hands for 20 minutes while this man talked to her mother about the problems Gillian was having at school.	3393	Έτσι βρέθηκε σε αυτό το δωμάτιο με τη δρύινη επένδυση και καθόταν εκεί με τη μητέρα της, και την οδήγησαν να καθίσει σε μια καρέκλα στο βάθος.
		3394	Καθόταν εκεί, πάνω στα χέρια της για 20 λεπτά ενώ αυτός ο άντρας μιλούσε με τη μητέρα της για τα προβλήματα που είχε η Τζίλιαν στο σχολείο.
1238	Because she was disturbing people; her homework was always late; and so on, little kid of eight.	3395	Και στο τέλος - επειδή ενοχλούσε τους άλλους, πήγαινε τις εργασίες της πάντα αργά κλπ, ένα οκτάχρονο κοριτσάκι - στο τέλος ο γιατρός πήγε και κάθισε δίπλα στη Τζίλιαν και της είπε: «Τζίλιαν, άκουσα όλα αυτά που μου είπε η μητέρα σου και θα ήθελα να της μιλήσω ιδιαιτέρως».
1239	In the end, the doctor went and sat next to Gillian, and said, 'I've listened to all these things your mother's told me, I need to speak to her privately.		
1240	Wait here.	3396	Της είπε: «Περίμενε εδώ, θα γυρίσουμε, δε θ' αργήσουμε».
1241	We'll be back; we won't be very long,' and they went and left her.		
		3397	Και έφυγαν αφήνοντάς την πίσω.
1242	But as they went out of the room, he turned on the radio that was sitting on his desk.	3398	Αλλά βγαίνοντας από το δωμάτιο, άνοιξε το ραδιόφωνο που ήταν πάνω στο γραφείο του.
1243	And when they got out, he said to her mother, 'Just stand and watch her.'	3399	Και όταν βγήκαν, είπε στη μητέρα της: «Απλά κάτσε και παρακολούθησέ τη».
1244	And the minute they left the room, she was on her feet, moving to the music.	3400	Και μόλις έφυγαν από το δωμάτιο, μου είπε ότι πετάχτηκε όρθια και κουνιόταν στο ρυθμό της μουσικής.
1245	And they watched for a few minutes and he turned to her mother and said, 'Mrs.Lynne, Gillian isn't sick; she's a dancer.	3401	Την παρακολούθησαν για λίγα λεπτά και μετά γύρισε στη μητέρα της και της είπε: «Κυρία Λιν, η Τζίλιαν δεν είναι άρρωστη, είναι χορεύτρια.
1246	Take her to a dance school.'	3402	Πηγαίνετέ τη σε μία σχολή χορού».
1247	I said, 'What happened?'	3403	Τη ρώτησα: «Τι έγινε τελικά;»
1248	She said, 'She did.	3404	Μου είπε: «Το έκανε.
1249	I can't tell you how wonderful it was.	3405	Δεν μπορώ να σου περιγράψω τι υπέροχα που ήταν.
1250	We walked in this room and it was full of people like me.	3406	Μπήκαμε στο δωμάτιο και ήταν γεμάτο με ανθρώπους σαν κι εμένα.
1251	People who couldn't sit still.	3407	Ανθρώπους που δεν μπορούσαν να σταθούν ακίνητοι.
1252	People who had to move to think.'	3408	Ανθρώπους που έπρεπε να κινηθούν για να σκεφτούν».
1253	Who had to move to think.		[No translation]
1254	They did ballet, they did tap, jazz; they did modern; they did contemporary.	3409	Έκαναν μπαλέτο, κλακέτες, τζαζ, μοντέρνο χορό, σύγχρονο χορό.
1255	She was eventually auditioned for the Royal Ballet School; she became a soloist; she had a wonderful career at the Royal Ballet.	3410	Τελικά έδωσε εξετάσεις για τη Βασιλική Σχολή Μπαλέτου, έγινε σολίστας, είχε μια θαυμάσια καριέρα στο Βασιλικό Μπαλέτο.
1256	She eventually graduated from the Royal Ballet School, founded the Gillian Lynne Dance Company, met Andrew Lloyd Webber.	3411	Αποφοίτησε από τη Βασιλική Σχολή και ίδρυσε τη δική της εταιρία, το Θίασο Χορού της Τζίλιαν Λιν και γνώρισε τον ʼντριου Λόιντ Γουέμπερ.
1257	She's been responsible for some of the most successful musical theater productions in history, she's given pleasure to millions, and she's a multi-millionaire.	3412	Ήταν υπεύθυνη για κάποιες από τις πιο επιτυχημένες θεατρικές παραγωγές στην ιστορία, έδωσε χαρά σε εκατομμύρια ανθρώπους, και είναι πολυεκατομμυριούχος.Κάποιος άλλος μπορεί να της έδινε φάρμακα και να της έλεγε να ηρεμήσει.
1258	Somebody else might have put her on medication and told her to calm down.		
1259	What I think it comes to is this:	3413	Τώρα νομίζω ότι καταλήγουμε στο εξής: Ο Αλ Γκορ μίλησε τις προάλλες σχετικά με την οικολογία, και την επανάσταση που ξεκίνησε από τη Ρέιτσελ Κάρσον.
1260	Al Gore spoke the other night about ecology and the revolution that was triggered by Rachel Carson.		
1261	I believe our only hope for the future is to adopt a new conception of human ecology, one in which we start to reconstitute our conception of the richness of human capacity.	3414	Πιστεύω ότι η μοναδική μας ελπίδα για το μέλλον είναι να υιοθετήσουμε μία νέα ιδεολογία για την ανθρώπινη οικολογία, όπου να ανασχηματίσουμε την αντίληψή μας για τον πλούτο των ανθρώπινων δυνατοτήτων.
1262	Our education system has mined our minds in the way that we strip-mine the earth: for a particular commodity.	3415	Το εκπαιδευτικό μας σύστημα έχει σμιλεύσει τα μυαλά μας με τον τρόπο που εμείς σμιλεύουμε τη Γη: για μια συγκεκριμένη χρήση.
1263	And for the future, it won't serve us.	3416	Και δεν θα μας χρησιμεύσει για το μέλλον.
1264	We have to rethink the fundamental principles on which we're educating our children.	3417	Πρέπει να ξανασκεφτούμε τις θεμελιώδεις αρχές με τις οποίες εκπαιδεύουμε τα παιδιά μας.
1265	There was a wonderful quote by Jonas Salk, who said, 'If all the insects were to disappear from the Earth, within 50 years all life on Earth would end.	3418	Υπήρχε ένα θαυμάσιο ρητό του Τζόνας Σαλκ, ο οποίος είπε: «Αν όλα τα έντομα εξαφανίζονταν από τη Γη, μέσα σε 50 χρόνια όλη η ζωή στον πλανήτη θα τέλειωνε.
1266	If all human beings disappeared from the Earth, within 50 years all forms of life would flourish.'	3419	Αν το ανθρώπινο είδος εξαφανιζόταν από τη Γη, μέσα σε 50 χρόνια όλες οι μορφές ζωής θα ευδοκιμούσαν».
1267	And he's right.	3420	Και έχει δίκιο.
1268	What TED celebrates is the gift of the human imagination.	3421	Αυτό που γιορτάζει το TED είναι το δώρο της ανθρώπινης φαντασίας.
1269	We have to be careful now that we use this gift wisely and that we avert some of the scenarios that we've talked about.	3422	Πρέπει να είμαστε πολύ προσεκτικοί να χρησιμοποιούμε αυτό το δώρο με σοφία, και να αποτρέπουμε κάποια από τα σενάρια που συζητήσαμε.
1270	And the only way we'll do it is by seeing our creative capacities for the richness they are and seeing our children for the hope that they are.	3423	Και ο μόνος τρόπος να το κάνουμε αυτό, είναι να αναγνωρίσουμε τις δημιουργικές μας ικανότητες για τον πλούτο που διαθέτουν, και τα παιδιά μας για την ελπίδα που είναι.
1271	And our task is to educate their whole being, so they can face this future.	3424	Στόχος μας είναι να εκπαιδεύσουμε την ολότητά τους, ώστε να αντιμετωπίσουν το μέλλον.
1272	By the way -- we may not see this future, but they wisee this future, but they will.	3425	Παρεμπιπτόντως, μπορεί εμείς να μην δούμε αυτό το μέλλον αλλά εκείνα θα το δουν.
1273	And our job is to help them make something of it.	3426	Δουλειά μας είναι να τα βοηθήσουμε να κερδίσουν κάτι από αυτό.
1274	Thank you very much.	3427	Σας ευχαριστώ πολύ.
